# ArrayNum  Uncal_E  Err Energies
       48 0.709297 0.017985  383.848
       49 0.1109410.0261056   80.997
       49 0.1109410.0261056    246.4
       49 0.1109410.0261056  302.851
       49 0.1109410.0261056  356.013
       49 0.1109410.0261056  383.848
       50 0.5471590.0327509   80.997
       50 0.5471590.0327509    246.4
       50 0.5471590.0327509  302.851
       50 0.5471590.0327509  356.013
       50 0.5471590.0327509  383.848
       51 0.6730450.0201223   80.997
       51 0.6730450.0201223    246.4
       51 0.6730450.0201223  302.851
       51 0.6730450.0201223  356.013
       51 0.6730450.0201223  383.848
       52-0.549962  14.2004   80.997
       52-0.549962  14.2004    246.4
       52-0.549962  14.2004  302.851
       52-0.549962  14.2004  356.013
       52-0.549962  14.2004  383.848
       53 0.547666 0.100142   80.997
       53 0.547666 0.100142    246.4
       53 0.547666 0.100142  302.851
       53 0.547666 0.100142  356.013
       53 0.547666 0.100142  383.848
       54 0.5043680.0876912   80.997
       54 0.5043680.0876912    246.4
       54 0.5043680.0876912  302.851
       54 0.5043680.0876912  356.013
       54 0.5043680.0876912  383.848
       55 0.300106   1.0767   80.997
       55 0.300106   1.0767    246.4
       55 0.300106   1.0767  302.851
       55 0.300106   1.0767  356.013
       55 0.300106   1.0767  383.848
       56 0.4566950.0591297   80.997
       56 0.4566950.0591297    246.4
       56 0.4566950.0591297  302.851
       56 0.4566950.0591297  356.013
       56 0.4566950.0591297  383.848
       57 0.986892 0.165142   80.997
       57 0.986892 0.165142    246.4
       57 0.986892 0.165142  302.851
       57 0.986892 0.165142  356.013
       57 0.986892 0.165142  383.848
       58 0.719031 0.103783   80.997
       58 0.719031 0.103783    246.4
       58 0.719031 0.103783  302.851
       58 0.719031 0.103783  356.013
       58 0.719031 0.103783  383.848
       59 0.480277 0.131995   80.997
       59 0.480277 0.131995    246.4
       59 0.480277 0.131995  302.851
       59 0.480277 0.131995  356.013
       59 0.480277 0.131995  383.848
       60-0.08032620.0481206   80.997
       60-0.08032620.0481206    246.4
       60-0.08032620.0481206  302.851
       60-0.08032620.0481206  356.013
       60-0.08032620.0481206  383.848
       61-0.385755 0.151494   80.997
       61-0.385755 0.151494    246.4
       61-0.385755 0.151494  302.851
       61-0.385755 0.151494  356.013
       61-0.385755 0.151494  383.848
       62  0.10514 0.045897   80.997
       62  0.10514 0.045897    246.4
       62  0.10514 0.045897  302.851
       62  0.10514 0.045897  356.013
       62  0.10514 0.045897  383.848
       630.00254212 0.118687   80.997
       630.00254212 0.118687    246.4
       630.00254212 0.118687  302.851
       630.00254212 0.118687  356.013
       630.00254212 0.118687  383.848
