# ArrayNum  Uncal_E  Err Energies
       48-0.02162650.0120201  1408.01
       49-0.2984870.0131698  121.782
       49-0.2984870.0131698  244.697
       49-0.2984870.0131698  344.279
       49-0.2984870.0131698  443.965
       49-0.2984870.0131698  778.904
       49-0.2984870.0131698  867.373
       49-0.2984870.0131698  964.079
       49-0.2984870.0131698  1112.07
       49-0.2984870.0131698  1299.14
       49-0.2984870.0131698  1408.01
       50 0.4654640.0481167  121.782
       50 0.4654640.0481167  244.697
       50 0.4654640.0481167  344.279
       50 0.4654640.0481167  443.965
       50 0.4654640.0481167  778.904
       50 0.4654640.0481167  867.373
       50 0.4654640.0481167  964.079
       50 0.4654640.0481167  1112.07
       50 0.4654640.0481167  1299.14
       50 0.4654640.0481167  1408.01
       51 0.6974930.0291998  121.782
       51 0.6974930.0291998  244.697
       51 0.6974930.0291998  344.279
       51 0.6974930.0291998  443.965
       51 0.6974930.0291998  778.904
       51 0.6974930.0291998  867.373
       51 0.6974930.0291998  964.079
       51 0.6974930.0291998  1112.07
       51 0.6974930.0291998  1299.14
       51 0.6974930.0291998  1408.01
       52 0.636836 0.085027  121.782
       52 0.636836 0.085027  244.697
       52 0.636836 0.085027  344.279
       52 0.636836 0.085027  443.965
       52 0.636836 0.085027  778.904
       52 0.636836 0.085027  867.373
       52 0.636836 0.085027  964.079
       52 0.636836 0.085027  1112.07
       52 0.636836 0.085027  1299.14
       52 0.636836 0.085027  1408.01
       53 0.558809 0.259487  121.782
       53 0.558809 0.259487  244.697
       53 0.558809 0.259487  344.279
       53 0.558809 0.259487  443.965
       53 0.558809 0.259487  778.904
       53 0.558809 0.259487  867.373
       53 0.558809 0.259487  964.079
       53 0.558809 0.259487  1112.07
       53 0.558809 0.259487  1299.14
       53 0.558809 0.259487  1408.01
       54 0.516688 0.123543  121.782
       54 0.516688 0.123543  244.697
       54 0.516688 0.123543  344.279
       54 0.516688 0.123543  443.965
       54 0.516688 0.123543  778.904
       54 0.516688 0.123543  867.373
       54 0.516688 0.123543  964.079
       54 0.516688 0.123543  1112.07
       54 0.516688 0.123543  1299.14
       54 0.516688 0.123543  1408.01
       55  29.36120.0193978  121.782
       55  29.36120.0193978  244.697
       55  29.36120.0193978  344.279
       55  29.36120.0193978  443.965
       55  29.36120.0193978  778.904
       55  29.36120.0193978  867.373
       55  29.36120.0193978  964.079
       55  29.36120.0193978  1112.07
       55  29.36120.0193978  1299.14
       55  29.36120.0193978  1408.01
       56 0.7193430.0736919  121.782
       56 0.7193430.0736919  244.697
       56 0.7193430.0736919  344.279
       56 0.7193430.0736919  443.965
       56 0.7193430.0736919  778.904
       56 0.7193430.0736919  867.373
       56 0.7193430.0736919  964.079
       56 0.7193430.0736919  1112.07
       56 0.7193430.0736919  1299.14
       56 0.7193430.0736919  1408.01
       57  -1.5791  11.0773  121.782
       57  -1.5791  11.0773  244.697
       57  -1.5791  11.0773  344.279
       57  -1.5791  11.0773  443.965
       57  -1.5791  11.0773  778.904
       57  -1.5791  11.0773  867.373
       57  -1.5791  11.0773  964.079
       57  -1.5791  11.0773  1112.07
       57  -1.5791  11.0773  1299.14
       57  -1.5791  11.0773  1408.01
       58 0.555991 0.154634  121.782
       58 0.555991 0.154634  244.697
       58 0.555991 0.154634  344.279
       58 0.555991 0.154634  443.965
       58 0.555991 0.154634  778.904
       58 0.555991 0.154634  867.373
       58 0.555991 0.154634  964.079
       58 0.555991 0.154634  1112.07
       58 0.555991 0.154634  1299.14
       58 0.555991 0.154634  1408.01
       59  1.01431 0.114668  121.782
       59  1.01431 0.114668  244.697
       59  1.01431 0.114668  344.279
       59  1.01431 0.114668  443.965
       59  1.01431 0.114668  778.904
       59  1.01431 0.114668  867.373
       59  1.01431 0.114668  964.079
       59  1.01431 0.114668  1112.07
       59  1.01431 0.114668  1299.14
       59  1.01431 0.114668  1408.01
       60-0.0178540.0650204  121.782
       60-0.0178540.0650204  244.697
       60-0.0178540.0650204  344.279
       60-0.0178540.0650204  443.965
       60-0.0178540.0650204  778.904
       60-0.0178540.0650204  867.373
       60-0.0178540.0650204  964.079
       60-0.0178540.0650204  1112.07
       60-0.0178540.0650204  1299.14
       60-0.0178540.0650204  1408.01
       61-0.176942 0.138995  121.782
       61-0.176942 0.138995  244.697
       61-0.176942 0.138995  344.279
       61-0.176942 0.138995  443.965
       61-0.176942 0.138995  778.904
       61-0.176942 0.138995  867.373
       61-0.176942 0.138995  964.079
       61-0.176942 0.138995  1112.07
       61-0.176942 0.138995  1299.14
       61-0.176942 0.138995  1408.01
       62 0.251924  0.13876  121.782
       62 0.251924  0.13876  244.697
       62 0.251924  0.13876  344.279
       62 0.251924  0.13876  443.965
       62 0.251924  0.13876  778.904
       62 0.251924  0.13876  867.373
       62 0.251924  0.13876  964.079
       62 0.251924  0.13876  1112.07
       62 0.251924  0.13876  1299.14
       62 0.251924  0.13876  1408.01
       63-0.660099  14.6829  121.782
       63-0.660099  14.6829  244.697
       63-0.660099  14.6829  344.279
       63-0.660099  14.6829  443.965
       63-0.660099  14.6829  778.904
       63-0.660099  14.6829  867.373
       63-0.660099  14.6829  964.079
       63-0.660099  14.6829  1112.07
       63-0.660099  14.6829  1299.14
       63-0.660099  14.6829  1408.01
