# ArrayNum  Uncal_E  Err Energies
       22 0.2635140.00858085  3272.99
       22 0.2635140.00858085  3451.15
       22 0.2635140.00858085  3547.93
       23  0.317290.0108117  846.771
       23  0.317290.0108117  1037.84
       23  0.317290.0108117  1238.28
       23  0.317290.0108117  1771.35
       23  0.317290.0108117  2034.76
       23  0.317290.0108117  2598.46
       23  0.317290.0108117  3201.96
       23  0.317290.0108117  3253.42
       23  0.317290.0108117  3272.99
       23  0.317290.0108117  3451.15
       23  0.317290.0108117  3547.93
       24 0.214023 0.051859  846.771
       24 0.214023 0.051859  1037.84
       24 0.214023 0.051859  1238.28
       24 0.214023 0.051859  1771.35
       24 0.214023 0.051859  2034.76
       24 0.214023 0.051859  2598.46
       24 0.214023 0.051859  3201.96
       24 0.214023 0.051859  3253.42
       24 0.214023 0.051859  3272.99
       24 0.214023 0.051859  3451.15
       24 0.214023 0.051859  3547.93
       25 0.3982760.0331751  846.771
       25 0.3982760.0331751  1037.84
       25 0.3982760.0331751  1238.28
       25 0.3982760.0331751  1771.35
       25 0.3982760.0331751  2034.76
       25 0.3982760.0331751  2598.46
       25 0.3982760.0331751  3201.96
       25 0.3982760.0331751  3253.42
       25 0.3982760.0331751  3272.99
       25 0.3982760.0331751  3451.15
       25 0.3982760.0331751  3547.93
       26-0.1342840.0363567  846.771
       26-0.1342840.0363567  1037.84
       26-0.1342840.0363567  1238.28
       26-0.1342840.0363567  1771.35
       26-0.1342840.0363567  2034.76
       26-0.1342840.0363567  2598.46
       26-0.1342840.0363567  3201.96
       26-0.1342840.0363567  3253.42
       26-0.1342840.0363567  3272.99
       26-0.1342840.0363567  3451.15
       26-0.1342840.0363567  3547.93
       27 0.0937650.0403732  846.771
       27 0.0937650.0403732  1037.84
       27 0.0937650.0403732  1238.28
       27 0.0937650.0403732  1771.35
       27 0.0937650.0403732  2034.76
       27 0.0937650.0403732  2598.46
       27 0.0937650.0403732  3201.96
       27 0.0937650.0403732  3253.42
       27 0.0937650.0403732  3272.99
       27 0.0937650.0403732  3451.15
       27 0.0937650.0403732  3547.93
       28-0.09953070.00499942  846.771
       28-0.09953070.00499942  1037.84
       28-0.09953070.00499942  1238.28
       28-0.09953070.00499942  1771.35
       28-0.09953070.00499942  2034.76
       28-0.09953070.00499942  2598.46
       28-0.09953070.00499942  3201.96
       28-0.09953070.00499942  3253.42
       28-0.09953070.00499942  3272.99
       28-0.09953070.00499942  3451.15
       28-0.09953070.00499942  3547.93
       29-0.08559990.00477646  846.771
       29-0.08559990.00477646  1037.84
       29-0.08559990.00477646  1238.28
       29-0.08559990.00477646  1771.35
       29-0.08559990.00477646  2034.76
       29-0.08559990.00477646  2598.46
       29-0.08559990.00477646  3201.96
       29-0.08559990.00477646  3253.42
       29-0.08559990.00477646  3272.99
       29-0.08559990.00477646  3451.15
       29-0.08559990.00477646  3547.93
       30   0.21110.00323971  846.771
       30   0.21110.00323971  1037.84
       30   0.21110.00323971  1238.28
       30   0.21110.00323971  1771.35
       30   0.21110.00323971  2034.76
       30   0.21110.00323971  2598.46
       30   0.21110.00323971  3201.96
       30   0.21110.00323971  3253.42
       30   0.21110.00323971  3272.99
       30   0.21110.00323971  3451.15
       30   0.21110.00323971  3547.93
       31 0.4105090.00321114  846.771
       31 0.4105090.00321114  1037.84
       31 0.4105090.00321114  1238.28
       31 0.4105090.00321114  1771.35
       31 0.4105090.00321114  2034.76
       31 0.4105090.00321114  2598.46
       31 0.4105090.00321114  3201.96
       31 0.4105090.00321114  3253.42
       31 0.4105090.00321114  3272.99
       31 0.4105090.00321114  3451.15
       31 0.4105090.00321114  3547.93
       320.02953690.0175576  846.771
       320.02953690.0175576  1037.84
       320.02953690.0175576  1238.28
       320.02953690.0175576  1771.35
       320.02953690.0175576  2034.76
       320.02953690.0175576  2598.46
       320.02953690.0175576  3201.96
       320.02953690.0175576  3253.42
       320.02953690.0175576  3272.99
       320.02953690.0175576  3451.15
       320.02953690.0175576  3547.93
       33 0.9055490.0276674  846.771
       33 0.9055490.0276674  1037.84
       33 0.9055490.0276674  1238.28
       33 0.9055490.0276674  1771.35
       33 0.9055490.0276674  2034.76
       33 0.9055490.0276674  2598.46
       33 0.9055490.0276674  3201.96
       33 0.9055490.0276674  3253.42
       33 0.9055490.0276674  3272.99
       33 0.9055490.0276674  3451.15
       33 0.9055490.0276674  3547.93
       34-0.08964850.0512739  846.771
       34-0.08964850.0512739  1037.84
       34-0.08964850.0512739  1238.28
       34-0.08964850.0512739  1771.35
       34-0.08964850.0512739  2034.76
       34-0.08964850.0512739  2598.46
       34-0.08964850.0512739  3201.96
       34-0.08964850.0512739  3253.42
       34-0.08964850.0512739  3272.99
       34-0.08964850.0512739  3451.15
       34-0.08964850.0512739  3547.93
       35 0.2423340.0303571  846.771
       35 0.2423340.0303571  1037.84
       35 0.2423340.0303571  1238.28
       35 0.2423340.0303571  1771.35
       35 0.2423340.0303571  2034.76
       35 0.2423340.0303571  2598.46
       35 0.2423340.0303571  3201.96
       35 0.2423340.0303571  3253.42
       35 0.2423340.0303571  3272.99
       35 0.2423340.0303571  3451.15
       35 0.2423340.0303571  3547.93
       360.09632650.0238215  846.771
       360.09632650.0238215  1037.84
       360.09632650.0238215  1238.28
       360.09632650.0238215  1771.35
       360.09632650.0238215  2034.76
       360.09632650.0238215  2598.46
       360.09632650.0238215  3201.96
       360.09632650.0238215  3253.42
       360.09632650.0238215  3272.99
       360.09632650.0238215  3451.15
       360.09632650.0238215  3547.93
       37 -1.483560.0155393  846.771
       37 -1.483560.0155393  1037.84
       37 -1.483560.0155393  1238.28
       37 -1.483560.0155393  1771.35
       37 -1.483560.0155393  2034.76
       37 -1.483560.0155393  2598.46
       37 -1.483560.0155393  3201.96
       37 -1.483560.0155393  3253.42
       37 -1.483560.0155393  3272.99
       37 -1.483560.0155393  3451.15
       37 -1.483560.0155393  3547.93
       38-0.3255570.0722302  846.771
       38-0.3255570.0722302  1037.84
       38-0.3255570.0722302  1238.28
       38-0.3255570.0722302  1771.35
       38-0.3255570.0722302  2034.76
       38-0.3255570.0722302  2598.46
       38-0.3255570.0722302  3201.96
       38-0.3255570.0722302  3253.42
       38-0.3255570.0722302  3272.99
       38-0.3255570.0722302  3451.15
       38-0.3255570.0722302  3547.93
       39 -1.484850.0156796  846.771
       39 -1.484850.0156796  1037.84
       39 -1.484850.0156796  1238.28
       39 -1.484850.0156796  1771.35
       39 -1.484850.0156796  2034.76
       39 -1.484850.0156796  2598.46
       39 -1.484850.0156796  3201.96
       39 -1.484850.0156796  3253.42
       39 -1.484850.0156796  3272.99
       39 -1.484850.0156796  3451.15
       39 -1.484850.0156796  3547.93
       40 0.2996190.00231205  846.771
       40 0.2996190.00231205  1037.84
       40 0.2996190.00231205  1238.28
       40 0.2996190.00231205  1771.35
       40 0.2996190.00231205  2034.76
       40 0.2996190.00231205  2598.46
       40 0.2996190.00231205  3201.96
       40 0.2996190.00231205  3253.42
       40 0.2996190.00231205  3272.99
       40 0.2996190.00231205  3451.15
       40 0.2996190.00231205  3547.93
       41-0.1350070.00313414  846.771
       41-0.1350070.00313414  1037.84
       41-0.1350070.00313414  1238.28
       41-0.1350070.00313414  1771.35
       41-0.1350070.00313414  2034.76
       41-0.1350070.00313414  2598.46
       41-0.1350070.00313414  3201.96
       41-0.1350070.00313414  3253.42
       41-0.1350070.00313414  3272.99
       41-0.1350070.00313414  3451.15
       41-0.1350070.00313414  3547.93
       42-0.2686330.00352753  846.771
       42-0.2686330.00352753  1037.84
       42-0.2686330.00352753  1238.28
       42-0.2686330.00352753  1771.35
       42-0.2686330.00352753  2034.76
       42-0.2686330.00352753  2598.46
       42-0.2686330.00352753  3201.96
       42-0.2686330.00352753  3253.42
       42-0.2686330.00352753  3272.99
       42-0.2686330.00352753  3451.15
       42-0.2686330.00352753  3547.93
       43-0.1543260.00369291  846.771
       43-0.1543260.00369291  1037.84
       43-0.1543260.00369291  1238.28
       43-0.1543260.00369291  1771.35
       43-0.1543260.00369291  2034.76
       43-0.1543260.00369291  2598.46
       43-0.1543260.00369291  3201.96
       43-0.1543260.00369291  3253.42
       43-0.1543260.00369291  3272.99
       43-0.1543260.00369291  3451.15
       43-0.1543260.00369291  3547.93
       44-0.2509790.0226939  846.771
       44-0.2509790.0226939  1037.84
       44-0.2509790.0226939  1238.28
       44-0.2509790.0226939  1771.35
       44-0.2509790.0226939  2034.76
       44-0.2509790.0226939  2598.46
       44-0.2509790.0226939  3201.96
       44-0.2509790.0226939  3253.42
       44-0.2509790.0226939  3272.99
       44-0.2509790.0226939  3451.15
       44-0.2509790.0226939  3547.93
       45 0.6239880.0463245  846.771
       45 0.6239880.0463245  1037.84
       45 0.6239880.0463245  1238.28
       45 0.6239880.0463245  1771.35
       45 0.6239880.0463245  2034.76
       45 0.6239880.0463245  2598.46
       45 0.6239880.0463245  3201.96
       45 0.6239880.0463245  3253.42
       45 0.6239880.0463245  3272.99
       45 0.6239880.0463245  3451.15
       45 0.6239880.0463245  3547.93
       460.07266060.0127975  846.771
       460.07266060.0127975  1037.84
       460.07266060.0127975  1238.28
       460.07266060.0127975  1771.35
       460.07266060.0127975  2034.76
       460.07266060.0127975  2598.46
       460.07266060.0127975  3201.96
       460.07266060.0127975  3253.42
       460.07266060.0127975  3272.99
       460.07266060.0127975  3451.15
       460.07266060.0127975  3547.93
       47-0.006630710.0265957  846.771
       47-0.006630710.0265957  1037.84
       47-0.006630710.0265957  1238.28
       47-0.006630710.0265957  1771.35
       47-0.006630710.0265957  2034.76
       47-0.006630710.0265957  2598.46
       47-0.006630710.0265957  3201.96
       47-0.006630710.0265957  3253.42
       47-0.006630710.0265957  3272.99
       47-0.006630710.0265957  3451.15
       47-0.006630710.0265957  3547.93
       48-0.1228190.00236873  846.771
       48-0.1228190.00236873  1037.84
       48-0.1228190.00236873  1238.28
       48-0.1228190.00236873  1771.35
       48-0.1228190.00236873  2034.76
       48-0.1228190.00236873  2598.46
       48-0.1228190.00236873  3201.96
       48-0.1228190.00236873  3253.42
       48-0.1228190.00236873  3272.99
       48-0.1228190.00236873  3451.15
       48-0.1228190.00236873  3547.93
       49-0.2460930.00280706  846.771
       49-0.2460930.00280706  1037.84
       49-0.2460930.00280706  1238.28
       49-0.2460930.00280706  1771.35
       49-0.2460930.00280706  2034.76
       49-0.2460930.00280706  2598.46
       49-0.2460930.00280706  3201.96
       49-0.2460930.00280706  3253.42
       49-0.2460930.00280706  3272.99
       49-0.2460930.00280706  3451.15
       49-0.2460930.00280706  3547.93
       50 0.5564260.0210864  846.771
       50 0.5564260.0210864  1037.84
       50 0.5564260.0210864  1238.28
       50 0.5564260.0210864  1771.35
       50 0.5564260.0210864  2034.76
       50 0.5564260.0210864  2598.46
       50 0.5564260.0210864  3201.96
       50 0.5564260.0210864  3253.42
       50 0.5564260.0210864  3272.99
       50 0.5564260.0210864  3451.15
       50 0.5564260.0210864  3547.93
       51 0.6503240.0138178  846.771
       51 0.6503240.0138178  1037.84
       51 0.6503240.0138178  1238.28
       51 0.6503240.0138178  1771.35
       51 0.6503240.0138178  2034.76
       51 0.6503240.0138178  2598.46
       51 0.6503240.0138178  3201.96
       51 0.6503240.0138178  3253.42
       51 0.6503240.0138178  3272.99
       51 0.6503240.0138178  3451.15
       51 0.6503240.0138178  3547.93
       52-0.08816680.0298579  846.771
       52-0.08816680.0298579  1037.84
       52-0.08816680.0298579  1238.28
       52-0.08816680.0298579  1771.35
       52-0.08816680.0298579  2034.76
       52-0.08816680.0298579  2598.46
       52-0.08816680.0298579  3201.96
       52-0.08816680.0298579  3253.42
       52-0.08816680.0298579  3272.99
       52-0.08816680.0298579  3451.15
       52-0.08816680.0298579  3547.93
       53-0.09574480.0379061  846.771
       53-0.09574480.0379061  1037.84
       53-0.09574480.0379061  1238.28
       53-0.09574480.0379061  1771.35
       53-0.09574480.0379061  2034.76
       53-0.09574480.0379061  2598.46
       53-0.09574480.0379061  3201.96
       53-0.09574480.0379061  3253.42
       53-0.09574480.0379061  3272.99
       53-0.09574480.0379061  3451.15
       53-0.09574480.0379061  3547.93
       54-0.05705580.0378319  846.771
       54-0.05705580.0378319  1037.84
       54-0.05705580.0378319  1238.28
       54-0.05705580.0378319  1771.35
       54-0.05705580.0378319  2034.76
       54-0.05705580.0378319  2598.46
       54-0.05705580.0378319  3201.96
       54-0.05705580.0378319  3253.42
       54-0.05705580.0378319  3272.99
       54-0.05705580.0378319  3451.15
       54-0.05705580.0378319  3547.93
       55 0.1710050.0335976  846.771
       55 0.1710050.0335976  1037.84
       55 0.1710050.0335976  1238.28
       55 0.1710050.0335976  1771.35
       55 0.1710050.0335976  2034.76
       55 0.1710050.0335976  2598.46
       55 0.1710050.0335976  3201.96
       55 0.1710050.0335976  3253.42
       55 0.1710050.0335976  3272.99
       55 0.1710050.0335976  3451.15
       55 0.1710050.0335976  3547.93
       56  0.251710.0286949  846.771
       56  0.251710.0286949  1037.84
       56  0.251710.0286949  1238.28
       56  0.251710.0286949  1771.35
       56  0.251710.0286949  2034.76
       56  0.251710.0286949  2598.46
       56  0.251710.0286949  3201.96
       56  0.251710.0286949  3253.42
       56  0.251710.0286949  3272.99
       56  0.251710.0286949  3451.15
       56  0.251710.0286949  3547.93
       57 0.9993210.0612922  846.771
       57 0.9993210.0612922  1037.84
       57 0.9993210.0612922  1238.28
       57 0.9993210.0612922  1771.35
       57 0.9993210.0612922  2034.76
       57 0.9993210.0612922  2598.46
       57 0.9993210.0612922  3201.96
       57 0.9993210.0612922  3253.42
       57 0.9993210.0612922  3272.99
       57 0.9993210.0612922  3451.15
       57 0.9993210.0612922  3547.93
       58 0.1415170.0330921  846.771
       58 0.1415170.0330921  1037.84
       58 0.1415170.0330921  1238.28
       58 0.1415170.0330921  1771.35
       58 0.1415170.0330921  2034.76
       58 0.1415170.0330921  2598.46
       58 0.1415170.0330921  3201.96
       58 0.1415170.0330921  3253.42
       58 0.1415170.0330921  3272.99
       58 0.1415170.0330921  3451.15
       58 0.1415170.0330921  3547.93
       59 0.5562290.0371466  846.771
       59 0.5562290.0371466  1037.84
       59 0.5562290.0371466  1238.28
       59 0.5562290.0371466  1771.35
       59 0.5562290.0371466  2034.76
       59 0.5562290.0371466  2598.46
       59 0.5562290.0371466  3201.96
       59 0.5562290.0371466  3253.42
       59 0.5562290.0371466  3272.99
       59 0.5562290.0371466  3451.15
       59 0.5562290.0371466  3547.93
       60-0.1709720.0149144  846.771
       60-0.1709720.0149144  1037.84
       60-0.1709720.0149144  1238.28
       60-0.1709720.0149144  1771.35
       60-0.1709720.0149144  2034.76
       60-0.1709720.0149144  2598.46
       60-0.1709720.0149144  3201.96
       60-0.1709720.0149144  3253.42
       60-0.1709720.0149144  3272.99
       60-0.1709720.0149144  3451.15
       60-0.1709720.0149144  3547.93
       61-0.1490650.0403807  846.771
       61-0.1490650.0403807  1037.84
       61-0.1490650.0403807  1238.28
       61-0.1490650.0403807  1771.35
       61-0.1490650.0403807  2034.76
       61-0.1490650.0403807  2598.46
       61-0.1490650.0403807  3201.96
       61-0.1490650.0403807  3253.42
       61-0.1490650.0403807  3272.99
       61-0.1490650.0403807  3451.15
       61-0.1490650.0403807  3547.93
       620.0795742 0.020146  846.771
       620.0795742 0.020146  1037.84
       620.0795742 0.020146  1238.28
       620.0795742 0.020146  1771.35
       620.0795742 0.020146  2034.76
       620.0795742 0.020146  2598.46
       620.0795742 0.020146  3201.96
       620.0795742 0.020146  3253.42
       620.0795742 0.020146  3272.99
       620.0795742 0.020146  3451.15
       620.0795742 0.020146  3547.93
       63 0.1261130.0379553  846.771
       63 0.1261130.0379553  1037.84
       63 0.1261130.0379553  1238.28
       63 0.1261130.0379553  1771.35
       63 0.1261130.0379553  2034.76
       63 0.1261130.0379553  2598.46
       63 0.1261130.0379553  3201.96
       63 0.1261130.0379553  3253.42
       63 0.1261130.0379553  3272.99
       63 0.1261130.0379553  3451.15
       63 0.1261130.0379553  3547.93
